id,relation,comment,domain,text
7708,Other,"Comment: ""makes"" is synonymous with ""is"" here.",Story,The <e1>soy milk</e1> makes a great coffee <e2>creamer</e2> (and with whatever else you can cook it).
7709,"Cause-Effect(e2,e1)",Comment:,News,"Thailand has been bracing itself for a <e1>downturn</e1> in the wake of the <e2>bombs</e2>, especially in the tourist sector."
7710,Other,Comment:,Education,"Literary criticism is the study of literature by means of a microscopic knowledge of the language in which a book is written, of its <e1>growth</e1> from various <e2>roots</e2>, of its stages of development and the factors influencing them, of its condition in the period of this particular composition, of the writer's idiosyncrasies of thought and style in his ripening periods, of the general history and literature of his race, and of the special characteristics of his age and of his contemporary writers."
7711,"Content-Container(e2,e1)","Comment: While a vessel is a vehicle, all the objects were undoubtedly stored/carried in it.",Art,"Among the contents of the <e1>vessel</e1> were a set of carpenter's <e2>tools</e2>, several large storage jars, ceramic utensils, ropes and remnants of food, as well as a heavy load of ballast stones."
7712,Other,Comment:,Technology,The <e1>ringtone</e1> makes the <e2>telecommunicator</e2>.
7713,"Instrument-Agency(e2,e1)",Comment:,News,Construction <e1>workers</e1> utilized a <e2>crane</e2> to assist in bringing roofing materials up to the top.
7714,"Cause-Effect(e2,e1)",Comment:,Story,The <e1>spiciness</e1> comes from small capsaicin <e2>glands</e2> located between the pepper's outside skin and the white ribs inside.
7715,"Cause-Effect(e2,e1)",Comment:,News,"In one day, the Red Crescent treated more than 50 injuries - mainly broken bones caused by <e1>panic</e1> from <e2>aftershocks</e2>."
7716,Other,"Comment: Hands are parts of the players involved in sports, so they cannot be Instruments.",Education,American <e1>sports</e1> are played with the <e2>hands</e2>.
7717,"Instrument-Agency(e2,e1)",Comment:,Story,The <e1>climber</e1> had a <e2>hook</e2> in each hand.
7718,Other,Comment: Location. A station is not even remotely as container-like as rooms and caves can be.,Story,Japanese commuters look at a <e1>clock</e1> inside a Tokyo <e2>train station</e2>.
7719,"Content-Container(e1,e2)",Comment: A prototypical example.,News,The <e1>bomb</e1> was contained in a <e2>suitcase</e2> and was planted by two men.
7720,"Component-Whole(e1,e2)","Comment: Here cabinets are integral and functional parts of the kitchen furniture, hard to remove without affecting the room.",FirstP,I am installing lights under the <e1>cabinets</e1> in my <e2>kitchen</e2>.
7721,"Product-Producer(e2,e1)",Comment:,Politics,"The <e1>implementor</e1> makes the <e2>decision</e2>, not the protocol."
7722,Other,"Comment: The material is made of acid, and acid does not have clear boundaries (stuff-object relation).",Story,"He mounts the photo on a <e1>material</e1> that contains <e2>acid</e2>, so that the paper absorbs the acid which in turn attacks the photo itself."
7723,"Component-Whole(e2,e1)",Comment:,Story,The <e1>commander</e1> sawed logs with his <e2>neck</e2> hanging radically from one medieval arm while his feet hung three feet above the hardwood floor on the other side.
7724,"Cause-Effect(e2,e1)",Comment:,Biology,"In the most common form of such an attack, called ischemic stroke, the <e1>blockage</e1> comes from a blood <e2>clot</e2> that develops in one of the brain's blood vessels."
7725,"Instrument-Agency(e2,e1)",Comment:,Story,The <e1>diener</e1> takes a large <e2>scalpel</e2> and makes the incision in the trunk.
7726,"Product-Producer(e2,e1)",Comment: negation is outside,Technology,"As for camera/lens info, the <e1>photographer</e1> made the <e2>picture</e2>, not the camera."
7727,"Cause-Effect(e2,e1)",Comment: modality is outside,News,"The report links conditions in some of the worst affected localities and the likelihood that dire poverty - combined with despair and <e1>outrage</e1> over rampant <e2>corruption</e2>, repressive policies, and governments' failure to address local needs - could lead to outbreaks of localised unrest with the potential to spread into a wider regional conflict."
7728,Other,Comment:,News,Everybody in the region experienced the <e1>tremors</e1> after <e2>midnight</e2>.
7729,Other,Comment:,Technology,A <e1>thermostat</e1> keeps the <e2>water</e2> at the requested temperature.
7730,"Product-Producer(e2,e1)",Comment:,Story,"In response to the problem, the <e1>assembly</e1> composed the following <e2>statement</e2>."
7731,"Component-Whole(e2,e1)",Comment: The tutorial is an integral and functional part of the morning session.,Story,The <e1>morning session</e1> contains a <e2>tutorial</e2> that aims to address the basic issues necessary for a better understanding of this complicated topic.
7732,"Cause-Effect(e2,e1)",Comment:,Economic,The troubled company is still feeling <e1>aftershocks</e1> after its devastating <e2>withdrawal</e2> of the pain medication Vioxx six months ago.
7733,"Entity-Origin(e1,e2)",Comment:,Economic,The company's storage <e1>strategy</e1> is derived from customer's <e2>needs</e2>.
7734,"Component-Whole(e2,e1)","Comment: Apples are ingredients, components, integral and functional parts of the recipe.",Story,"Like many recipes for stuffing, the original <e1>recipe</e1> contained <e2>apples</e2>, but as apples are a higher carb fruit, I have substituted cranberries which have the dual effect of making the stuffing lower carb than the regular recipe and also adding a little extra seasonal color and flavor."
7735,"Cause-Effect(e2,e1)",Comment:,News,Energy <e1>expenditure</e1> through physical <e2>activity</e2> is a key component in the prevention and treatment of overweight and obesity.
7736,"Content-Container(e2,e1)",Comment: A prototypical example.,Technology,"Among the additional contents of the <e1>box</e1> were a <e2>controller</e2>, an audio/video connector, a plug, and quite a few manuals and booklets."
7737,Other,Comment: Making a song popular is not the same as making it.,Art,The <e1>artist</e1> who originally made the <e2>song</e2> popular is listed for reference only.
7738,"Entity-Origin(e1,e2)",Comment:,Story,"Under the circumstance that the <e1>wife</e1> comes from a wealthy <e2>family</e2>, her dissatisfactions with her marriage may make her seem like a spoiled brat."
7739,"Component-Whole(e2,e1)",Comment: The clip is an integral and functional part of the video.,Story,The <e1>video</e1> contains a <e2>clip</e2> from the movie.
7740,"Instrument-Agency(e2,e1)",Comment:,History,"Originally, the typewriter sales companies sold the <e1>typist</e1> with the <e2>typewriter</e2>."
7741,"Entity-Origin(e1,e2)",Comment: We assume that the dealer only sells the soil and does not produce it.,Story,Your garden does well with either of these soils since these <e1>soils</e1> come from a reputable <e2>dealer</e2>.
7742,Other,Comment: Again Instrument-Product.,Physic,The quartz sample <e1>tube</e1> with polyradical residue was cut with diamond <e2>knife</e2> to the size that fit into the Teflon digestion vessel.
7743,Other,Comment:,News,"Clinton Portis, who missed last week's game against Dallas because of a shoulder <e1>injury</e1> from the <e2>preseason</e2>, rushed for 86 yards on 16 attempts to become the fifth-fastest player to reach the 6,000-yard mark in his career."
7744,"Component-Whole(e1,e2)",Comment: batteries are integral and functional parts of a working phone.,Technology,The <e1>batteries</e1> are kept in a <e2>phone</e2>.
7745,"Cause-Effect(e1,e2)",Comment: electrons have no mass.,Chemistry,The <e1>cathode</e1> emits <e2>electrons</e2>.
7746,"Cause-Effect(e1,e2)",Comment:,Chemistry,The <e1>product</e1> emits <e2>radiation</e2>.
7747,Other,Comment: None of the nine relations hold.,Story,They put <e1>wine</e1> in the exact <e2>context</e2> it needs to be kept in - not so bloody serious.
7748,"Component-Whole(e2,e1)","Comment: ""storage rooms"" are integral/functional parts of the ""building"".",Story,The lower portion of the <e1>building</e1> contained hundreds of <e2>storage rooms</e2>.
7749,"Cause-Effect(e2,e1)",Comment:,Biology,<e1>Infection</e1> starts with manual <e2>execution</e2> of the binary.
7750,"Instrument-Agency(e2,e1)",Comment:,Technology,"Like a <e1>carpenter</e1> wielding an <e2>axe</e2> to make furniture, the hacker does good things with his skills."
7751,"Cause-Effect(e1,e2)",Comment:,Economic,The <e1>construction</e1> gives a <e2>refinement</e2> of Nori's argument in the case of a self-product of a curve.
7752,"Product-Producer(e2,e1)",Comment: modality is outside,Art,"The architect created the beautiful division of the space and the exact proportions, the <e1>sculptor</e1> produced the anatomically correct <e2>figures</e2>, and the painter knew how to blend forms and colours into perfect harmony."
7753,Other,Comment: Picric acid is part of the aqueous solution but does not have clear boundaries (stuff-object relation).,Chemistry,"<e1>Picric acid</e1> is kept in an <e2>aqueous solution</e2>, which makes it suitable and safe to handle."
7754,"Instrument-Agency(e1,e2)",Comment:,Technology,"Hoover is also notable for an extremely unusual <e1>vacuum</e1> <e2>cleaner</e2>, the Hoover Constellation, which is canister type but lacks wheels."
7755,"Entity-Origin(e2,e1)",Comment:,History,Although the <e1>goats</e1> were farmed for their <e2>fibre</e2> from early times it was not until the 16th century that export of the goats was permitted.
7756,Other,Comment:,Technology,The big <e1>savings</e1> is coming from the <e2>hardware side</e2>.
7757,"Product-Producer(e2,e1)",Comment:,Economic,"After the <e1>panel</e1> makes a <e2>recommendation</e2>, OraSure said it likely will formally apply to sell the test over-the-counter."
7758,"Instrument-Agency(e1,e2)",Comment:,Technology,A <e1>juicer</e1> is a utensil used for <e2>squeezing</e2> juice from fruit.
7759,"Content-Container(e2,e1)","Comment: Even if a ""kitchen"" is more a location than a container, in this case we can interpret that ""salt"" is stored there, probably in the ""kitchen"" cabinets. (See 112.)",Story,"The <e1>kitchen</e1> contains basic items such as <e2>salt</e2>, pepper and olive oil."
7760,Other,Comment:,Economic,Examples include the <e1>exclusion</e1> of certain benefits from funding <e2>standards</e2> and the exclusion of entire plans from certain funding requirements.
7761,Other,"Comment: Vehicles should not be considered containers: keys are located, not stored, in the car.",Story,When he was back he noticed that he had locked the <e1>keys</e1> inside the <e2>car</e2>.
7762,Other,Comment: The collaboration is an event and cannot be a Producer; the curriculum is a creative work.,Education,"The <e1>collaboration</e1> produced the PUMP(Pittsburg urban mathematics program) <e2>curriculum</e2>, which focuses on mathematical analyses of real-world situations, the use of computational tools, and on making algebra accessible to all students."
7763,Other,Comment:,Technology,"The only <e1>change</e1> is from the energy company's <e2>end</e2>, where their section of the gas or electricity infrastructure is now supplying an extra home."
7764,"Component-Whole(e1,e2)","Comment: The hole is an integral and functional part of the metal box. (Note that a hole is generally an absence, but here it has a purpose.)",Physic,A high voltage coupling capacitor is added at the input as well as a small <e1>hole</e1> in the <e2>metal box</e2> in order to provide screwdriver adjustment to the gain control potentiometer.
7765,Other,Comment:,Education,"A <e1>potato</e1> <e2>peeler</e2> is a metal blade attached to a metal, plastic or wooden handle that is used for peeling vegetables, usually potatoes."
7766,Other,Comment: The cave is more a location than a container and the beach is not stored there (entity-location relation).,Story,A pool with a sand <e1>beach</e1> is located inside the <e2>cave</e2>.
7767,Other,Comment: Purpose-Tool,History,The third <e1>observation</e1> was made with the Echellette <e2>spectrograph</e2>.
7768,Other,Comment:,Story,"For projects submitted at national level, the <e1>volunteer</e1> is sent by a <e2>organization</e2> legally established in his/her country of residence."
7769,Other,"Comment: The relation is a causal one, but food is a concrete substance and cannot be an Effect, while work is an event and cannot be a Producer.",Story,"In zen, there is a strong relationship between <e1>work</e1> and <e2>food</e2>, for the former begets the latter."
7770,"Entity-Origin(e1,e2)",Comment:,Story,"Different from the curry source, chicken <e1>bouillon</e1> is mainly distilled from <e2>chicken</e2>."
7771,"Component-Whole(e2,e1)",Comment: apples are ingredients of the salad and we can interpret they have clear boundaries and we can in principle separate them from the salad.,History,"The original Waldorf <e1>salad</e1>, created at New York's Waldorf Astoria Hotel in the 1890s, contained only <e2>apples</e2>, mayonnaise, and celery."
7772,"Cause-Effect(e2,e1)",Comment:,News,"There were the years of constant fatigue and shortness of breath, the heart attack at age 11, the <e1>collapse</e1> from <e2>exhaustion</e2> on her high school graduation night."
7773,Other,Comment:,Politics,"The commission merely implements the contracts, shielding the major party <e1>candidates</e1> from public <e2>criticism</e2>."
7774,"Message-Topic(e2,e1)",Comment:,Economic,The Board selected a list of expenditure reduction and revenue <e1>increase</e1> from the <e2>list</e2> attached to staff report.
7775,"Component-Whole(e2,e1)",Comment: stigmatizing statements are a functional parts of the memorandum.,News,The contents of the <e1>memorandum</e1> included <e2>stigmatizing statements</e2> about Cannon.
7776,"Instrument-Agency(e2,e1)",Comment:,Politics,The PRI <e1>government</e1> crushed a burgeoning student movement with <e2>gunfire</e2> that killed scores of peaceful demonstrators.
7777,Other,Comment: modality is outside,Story,And because of a last minute <e1>collapse</e1> from <e2>top</e2> to bottom - what would be and should be a perfect season to this point is just another year.
7778,Other,Comment:,Story,The surrounding <e1>region</e1> is farmed for its <e2>fertility</e2>.
7779,Other,Comment:,News,Peterson worked as a <e1>fertilizer</e1> <e2>salesman</e2> before his arrest.
7780,Other,Comment:,Chemistry,"<e1>Surgery</e1> after radiation <e2>chemotherapy</e2> is an effective local treatment, which is able to significantly increase local tumor control compared to radiation chemotherapy only."
7781,"Cause-Effect(e2,e1)",Comment:,News,"The pipeline had to face the following main concerns from opposition: disturbance of animal migration patterns, environmental <e1>damage</e1> from <e2>spills</e2>, geological concerns and the Alaskan permafrost."
7782,"Member-Collection(e2,e1)",Comment: A prototypical example of Member-Collection.,Education,"The <e1>collection</e1> contained <e2>books</e2>, magazines, journals, and newspapers."
7783,"Entity-Origin(e1,e2)","Comment: I find it weird to say that a tree produces wood, I read the sentence as describing an Entity-Origin relation.",Education,"<e1>Agarwood</e1>, the world's most valuable incense, is produced by the <e2>aquilaria tree</e2>, found in tropical rainforests, and has been used for centuries as incense and in traditional medicine."
7784,"Product-Producer(e1,e2)",Comment:,Art,"So the inscription didn't name the <e1>pistol</e1>'s <e2>maker</e2>, or the artist who decorated it, or the year it was made."
7785,"Entity-Origin(e1,e2)",Comment:,Education,"The following <e1>excerpt</e1> is from the self help psychology <e2>book</e2>, Be Your Own Therapist."
7786,"Content-Container(e2,e1)",Comment: A prototypical example.,Story,Among the contents of the <e1>bag</e1> were a <e2>diamond ring</e2> worth $2000 and a watch worth $500.
7787,"Component-Whole(e2,e1)","Comment: This is a bit of a stretch, because we must assume that access is something physical, a door or another opening.",Story,"A <e1>dining room</e1> that contains direct <e2>access</e2> from the kitchen is the most practical, unless the room will exist for fluff purposes only."
7788,Other,"Comment: (e) People are not usually classified as Instruments, unless they are clearly non-agentive in the situation.",Story,A <e1>therapist</e1> helps the <e2>patient</e2> to understand himself or herself better.
7789,"Cause-Effect(e2,e1)",Comment:,Biology,"<e1>Dehydration</e1> from fluid <e2>loss</e2> is the only major problem the virus causes, most often in the elderly."
7790,"Product-Producer(e1,e2)",Comment:,Story,"When the <e1>request</e1> comes from a private <e2>company</e2>, there's no law that requires them to provide a disclosure notice."
7791,"Product-Producer(e1,e2)",Comment:,Economic,"Sharp, as a <e1>handset</e1> <e2>maker</e2>, produces panels for a possible competitor."
7792,"Cause-Effect(e1,e2)",Comment:,Education,"<e1>Yoga</e1> is fantastic for increased <e2>flexibility</e2>, which is great for cross-training with all the other programs we offer."
7793,"Cause-Effect(e2,e1)",Comment:,News,The <e1>electricity</e1> is produced by 440 nuclear <e2>reactors</e2> in 31 countries.
7794,"Product-Producer(e2,e1)",Comment:,Art,"Outraged, upon his release and return to England, the <e1>artist</e1> produced the virulently anti-French <e2>painting</e2> based on his experience there."
7795,"Entity-Origin(e1,e2)",Comment:,Art,Interspersed in the design are <e1>patterns</e1> derived from a variety of <e2>textiles</e2>.
7796,Other,"Comment: (e) People are not usually classified as Instruments, unless they are clearly non-agentive in the situation.",Politics,"A <e1>mediator</e1> assists the <e2>parties</e2> in finding their own answers for the problems before them by encouraging constructive communications, keeping the parties focused on settlement alternatives, offering information and suggestions as needed, and building the foundation for improved relations between the parties."
7797,Other,Comment:,News,This year's newest attractions include a dedicated music zone which takes you on a musical journey around the world and gives you a chance to experience musical <e1>ecstasy</e1> from different <e2>cultures</e2>.
7798,"Component-Whole(e1,e2)",Comment: The heater is an integral and functional part of the car.,Story,The <e1>heater</e1> inside the <e2>car</e2> consumed gasoline.
7799,"Instrument-Agency(e2,e1)",Comment:,FirstP,The defendant and I flinched when the <e1>judge</e1> pounded his <e2>gavel</e2>.
7800,"Cause-Effect(e1,e2)",Comment:,Story,"He was a <e1>trouble</e1> <e2>maker</e2> then, a leader in SDS, and a trouble maker he remains."
7801,Other,Comment: We excluded Content-Container because people should not be considered contents and vehicles should not be considered containers.,News,"The <e1>driver</e1> was trapped inside the <e2>car</e2>, which landed upside down, and died while emergency crews were preparing to transport him to a local hospital."
7802,"Entity-Destination(e1,e2)",Comment: the modality is outside,News,"In the lineup, the police literally put the <e1>defendant</e1> in a <e2>line</e2> with other people to see if the victim or witness can identify anyone in the line as having participated in a crime."
7803,"Instrument-Agency(e1,e2)",Comment: implicit usage.,News,The test is made by inserting the end of a <e1>jimmy</e1> or other <e2>burglar</e2>'s tool and endeavouring to produce impressions similar to those which have been found on doors or windows.
7804,Other,Comment: modality is outside,News,"Since the <e1>evacuation</e1> was after normal <e2>business hours</e2>, the on-duty Security Officer and maintenance personnel were responsible for the notification and evacuation of occupants of all buildings."
7805,Other,Comment:,News,The controlled environment <e1>facility</e1> is for <e2>growth</e2> of experimental material only.
7806,Other,Comment:,Story,The <e1>materials</e1> were produced by <e2>mixing</e2> the constituents and processing them through a press/sinter cycle to produce a consolidated material.
7807,Other,Comment:,Art,The hotel is in the style of a <e1>country</e1> <e2>lodge</e2> and only has 18 rooms.
7808,"Instrument-Agency(e1,e2)",Comment:,Technology,The <e1>microwave</e1> <e2>oven</e2> is one of the great inventions of the 20th century.
7809,"Entity-Origin(e2,e1)",Comment:,Story,"Some of the <e1>land</e1> was farmed for <e2>coffee</e2> in the past, but it is now mostly native vegetation (with some emergent trees)."
7810,"Product-Producer(e1,e2)",Comment:,Story,The satisfaction was complete - please find below a <e1>statement</e1> from the <e2>producer</e2>.
7811,"Cause-Effect(e2,e1)",Comment:,News,"In summer 2000, an Adventist church in Polotsk, Vitebsk Region, was damaged by a <e1>fire</e1> started with <e2>flammable liquids</e2>."
7812,"Component-Whole(e1,e2)","Comment: Content-Container is excluded because the jelly is an integral part of the doughnut, and cannot be removed without significantly changing the nature of the doughnut.",Story,The <e1>jelly</e1> inside a <e2>doughnut</e2> is scalding while the pastry is only warm.
7813,"Cause-Effect(e2,e1)",Comment:,Art,The film also features documentary like segments about fishing and about the <e1>evacuation</e1> after the <e2>eruption</e2> of the volcano.
7814,"Cause-Effect(e2,e1)",Comment:,Physic,"The voltage swing obtainable across the load is greater than the output voltage <e1>swing</e1> obtainable from the <e2>amplifier</e2> alone, thus the efficiency of the amplifier system and power handling capacity of the system are improved."
7815,Other,Comment: None of the nine relations seems to hold. The car is not the origin/producer of the noise.,Story,This was the signal for dozens of others to do the same and the <e1>noise</e1> inside the <e2>car</e2> was quite something.
7816,"Instrument-Agency(e2,e1)",Comment:,Story,During a dribble the <e1>dribbler</e1> keeps the <e2>ball</e2> on the side of his body that is away from the defender.
7817,Other,Comment: Living is an abstract object.,History,"In 1871, nearly 60 percent of the Italian <e1>population</e1> farmed for a <e2>living</e2>, attempting to eke out an existence from arid land that often was not their own."
7818,"Product-Producer(e1,e2)",Comment:,Biology,Another good example of the importance of hormonal balance in the body is the <e1>growth hormone</e1> produced by the <e2>pituitary gland</e2>.
7819,"Instrument-Agency(e2,e1)",Comment:,Education,The <e1>astronauts</e1> used the orbiter boom sensor <e2>system</e2> mounted on the end of the shuttle's robotic arm.
7820,"Component-Whole(e1,e2)",Comment: caverns are integral parts of the cave.,Story,There are four <e1>caverns</e1> located inside the <e2>cave</e2> with the tunnel heading west being the largest.
7821,Other,Comment:,News,<e1>Cooperation</e1> through physical <e2>activity</e2> promotes important life skills.
7822,"Component-Whole(e1,e2)","Comment: The clock (attached, we assume) is an integral and functional part of this object.",Story,Tapestries of rocky coastlines share wall space with a <e1>clock</e1> inside a ship's <e2>wheel</e2>.
7823,"Instrument-Agency(e2,e1)",Comment: The event is implied.,Story,"Before the <e1>barber</e1> takes his <e2>scissors</e2> out, family, friends and rabbis take turns snipping."
7824,"Cause-Effect(e2,e1)",Comment:,Story,We examined mood <e1>alterations</e1> through physical <e2>activity</e2> and other interventions.
7825,"Product-Producer(e2,e1)",Comment:,Story,"Virtually all hillside <e1>farmers</e1> grow <e2>maize</e2> during both seasons, and many of the farmers cultivate beans, rice, and other crops as well."
7826,"Cause-Effect(e1,e2)",Comment:,Education,"In addition, scientists maye have a number of potentially useful targets to prevent and treat this lethal tumour because of the findings that NOX5 mediated <e1>overproduction</e1> of hydrogen peroxide is responsible for increased <e2>growth</e2> and decreased death of cancer cells."
7827,"Entity-Origin(e2,e1)",Comment:,Biology,"<e1>Canola</e1> <e2>seed</e2> are small, and placement at a shallow depth is required."
7828,"Entity-Origin(e1,e2)",Comment:,Story,"The <e1>mustard</e1> is made from brown or black mustard <e2>seed</e2> and has a smooth, not-too-acidic flavor."
7829,"Instrument-Agency(e1,e2)",Comment:,Story,The <e1>gavel</e1> helps the <e2>judge</e2> establish his or her rule over the court room.
7830,"Entity-Destination(e1,e2)",Comment:,Story,We actually did put <e1>tea</e1> in the <e2>food</e2>.
7831,"Member-Collection(e2,e1)","Comment: A catalog is a list/collection of things, while books stand for ""listable"" identifications of books.",History,"The <e1>catalogue</e1> contained <e2>books</e2> published in 1998 warning of the upcoming millennium bug and other similarly germane works, but neither of Brock's bestsellers."
7832,"Product-Producer(e1,e2)",Comment:,Art,We even heard from descendants of Gustav Schoenike who was the <e1>violin</e1> <e2>maker</e2>.
7833,"Component-Whole(e2,e1)","Comment: A stove is a functional and integral part of the kitchen (of its typical equipment). If we assumed that it is not fixed (easily movable), it could be also treated as located in the kitchen room.",Story,"The <e1>kitchen</e1> contained a large <e2>stove</e2>, a sink, a small table with chairs, and an old sofa that had seen many children and grandchildren tear at its skin."
7834,Other,Comment: None of the nine relations holds. (Maybe state.); cannot be Entity-Destination since E-D's c.3 does not allow states as destinations,News,"In a little time the numbers increased from forty-five to eighty, and soon after to a greater number; which, with the majority of the clergy, and the whole of the national representatives, put the <e1>malcontents</e1> in a very <e2>diminutive condition</e2>."
7835,Other,Comment:,Technology,Paul the <e1>novelist</e1> has a <e2>computer</e2> but uses his old Smith Corona manual.
7836,"Cause-Effect(e2,e1)",Comment:,Economic,"It was also felt necessary at this time to draw up a similar document, dealing not with the prevention of marine <e1>pollution</e1> by <e2>dumping</e2>, but instead with the prevention of marine pollution by discharges of dangerous substances from land-based sources, watercourses or pipelines."
7837,"Cause-Effect(e1,e2)",Comment:,Economic,Short-term disability and long-term <e1>disability</e1> <e2>benefits</e2> are available at no cost to USTelecom employees.
7838,"Entity-Origin(e1,e2)",Comment:,News,The <e1>chart</e1> above is from the commission's 2005 <e2>report</e2> and outlines the strategic areas which require action.
7839,"Entity-Destination(e1,e2)",Comment: movement,News,<e1>Equipment</e1> for making repairs en route was carried in a <e2>jockey box</e2> attached to one end or side of the wagon.
7840,Other,Comment:,Biology,"There are three set changes and two intervals which help the <e1>recovery</e1> from <e2>laughter</e2>, but the entertainment is maintained despite the well expected ending."
7841,"Cause-Effect(e1,e2)",Comment:,Technology,This proves that the <e1>generator</e1> actually produced the renewable <e2>energy</e2> purchased and acts as the operative instrument of the transaction.
7842,"Entity-Origin(e1,e2)",Comment:,Story,He was a young <e1>refugee</e1> on the run from a <e2>nation</e2> at war.
7843,Other,Comment: Not Component-Whole because microfiber is a material not a part.,Technology,"Because it's a strong, lint-free synthetic material with tiny absorbent fibers, <e1>microfiber</e1> allows a <e2>mop</e2> to hold sufficient water without dripping."
7844,Other,Comment: Location,Story,"The <e1>shroud</e1> is kept in the <e2>cathedral</e2> of St. John the Baptist in Turin, Italy."
7845,"Content-Container(e1,e2)",Comment: A prototypical example.,Story,"The <e1>worms</e1> are in a <e2>box</e2> with bedding made from such materials as straw, grass clippings, or shredded paper."
7846,"Cause-Effect(e1,e2)",Comment:,Physic,The said <e1>whistle</e1> produced the 2600 Hz <e2>tone</e2> necessary to authorize calls.
7847,"Product-Producer(e1,e2)",Comment:,Economic,"These are new sorts of sponsors for us, a shoe company and a <e1>furniture</e1> <e2>maker</e2>."
7848,"Entity-Origin(e1,e2)","Comment: Difficult boundary, Component-Whole would be an alternative but it is implied that the ingredient is turned into fertilizer through ""chemical processing""; the modality is outside the relation.",Chemistry,"In addition to serving as a <e1>fertilizer</e1> <e2>ingredient</e2>, ammonia can also be used directly as a fertilizer by forming a solution with irrigation water, without additional chemical processing."
7849,Other,"Comment: None of the nine relation holds between ""loss"" and ""satchel"".",Story,"While that operation was a success, the <e1>contents</e1> of the satchel were a tiny <e2>loss</e2> for the traffickers."
7850,"Instrument-Agency(e2,e1)",Comment:,Chemistry,Anesthesia is not necessary since the <e1>dentist</e1> uses the <e2>drill</e2> and sandpaper discs and polishing wheels to reshape the teeth.
7851,"Product-Producer(e1,e2)",Comment:,Story,This teaches that the <e1>body</e1> is procreated by the <e2>parents</e2> and the soul and spirit are directly created by God and placed in the body.
7852,"Product-Producer(e2,e1)",Comment: negation is outside,Story,"The cup's a bit small but who cares, the <e1>machine</e1> makes <e2>coffee</e2> quickly enough that it's no problem to just make a second cup."
7853,"Cause-Effect(e2,e1)","Comment: The controversy is widespread and about the research, moreover the research causes the controversy. According to our guidelines Cause-Effect is however more informative.",Biology,There exists a widespread <e1>controversy</e1> over stem cell <e2>research</e2> that emanates from the techniques used in the creation and usage of stem cells.
7854,"Cause-Effect(e2,e1)",Comment:,Economic,"In the months leading up to trade negotiations, estimates of the economic <e1>gains</e1> from trade <e2>liberalization</e2> suddenly become newsworthy."
7855,"Instrument-Agency(e2,e1)",Comment:,Story,"Further left a <e1>boy</e1> is fighting a peacock with a <e2>stick</e2>, and to the right a boy is killing an attacking goat with a spear."
7856,"Cause-Effect(e2,e1)",Comment:,News,"The resulting anti-social <e1>behaviour</e1> from alcohol <e2>consumption</e2> is an on-going matter that the town and the police continue to address, particularly in the summer months."
7857,"Product-Producer(e1,e2)",Comment:,Art,In addition to his reputation as a <e1>film</e1> <e2>maker</e2> Lehmuskallio is also known as an artist.
7858,"Product-Producer(e2,e1)",Comment:,Story,The <e1>hostess</e1> made the following <e2>rules</e2>: no husband and wife could sit next to one another (to the right or to the left) and men had to alternate with women everywhere.
7859,"Cause-Effect(e2,e1)",Comment:,News,The <e1>revolution</e1> brought forth impassioned <e2>pleas</e2> condemning the common law for not respecting the interests of the people and calling for law reform.
7860,"Component-Whole(e1,e2)",Comment:,Story,The <e1>glomeruli</e1> assist the <e2>kidneys</e2> in filtering urine from the blood.
7861,"Entity-Origin(e2,e1)","Comment: Strictly speaking, Entity-Origin holds between the corn and 75% of the county, but not between the corn and the county. We could change the boundary.",News,"Today 75% of the <e1>county</e1> is intensively farmed for <e2>corn</e2>, soybeans, oats, and alfalfa with emphasis on dairy production."
7862,"Entity-Origin(e1,e2)",Comment:,Story,Not sure what brand of model it came from but the <e1>wings</e1> are from a trashed <e2>plane</e2> my buddy had.
7863,Other,"Comment: Mis-tagged again... It's a form of ""equivalence"", in that the memo is a transcription (not part of it); modality is outside",Story,And John was able to talk to some people in the U.S. government and verify that the substantive contents of the <e1>memo</e1> were a reasonably accurate <e2>transcription</e2> of what had transpired.
7864,Other,Comment:,Story,He combines strawberries and <e1>powder</e1> <e2>sugar</e2> and mixes well.
7865,"Cause-Effect(e2,e1)",Comment:,Education,The health <e1>benefits</e1> of alcoholic <e2>beverages</e2> are the subject of this investigation.
7866,"Content-Container(e2,e1)",Comment: A prototypical example.,Story,"The <e1>fruit basket</e1> contained <e2>apples</e2>, oranges and bananas."
7867,"Instrument-Agency(e1,e2)",Comment: power sources are acceptable Instruments.,Physic,A <e1>pulsar</e1> powers the supernova <e2>remnant</e2> by confirming the existence of the point-like source and discovering a cloud of high-energy electrons around the central object.
7868,"Component-Whole(e2,e1)",Comment:,Technology,"This is the same basic <e1>mechanism</e1> at work in a <e2>vacuum cleaner</e2>, though the execution is a bit more complicated."
7869,"Product-Producer(e1,e2)",Comment:,Technology,He learned how cartographic evidence refutes the authenticity of the Vinland Map and from where the <e1>map</e1>'s <e2>maker</e2> have drawn inspiration.
7870,Other,Comment: None of the nine relations seems to hold; modality is outside,Story,"And we do recommend excersise, as the <e1>kitchen</e1> holds <e2>culinary temptations</e2> in store for you that are bound to prolong your evening and lift your spirit."
7871,Other,Comment:,FirstP,I struggle for my dream of painless perfection but a <e1>snowdrift</e1> keeps the <e2>door</e2> from opening.
